,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
162,3.483,3.5373,3.5695,3.5069,3.4877,3.4263,3.3944,3.4533,3.4827,3.5475,3.5819,3.51,3.4886,3.4148,3.3782,3.4502,3.4827
163,3.4855,3.5456,3.5773,3.5122,3.4905,3.4263,3.3903,3.4536,3.4852,3.5525,3.5909,3.5168,3.4905,3.4157,3.3742,3.4471,3.4852
164,3.4905,3.5525,3.5847,3.5187,3.4954,3.4288,3.3919,3.4542,3.4902,3.5571,3.599,3.5236,3.4967,3.4204,3.3745,3.448,3.4898
165,3.4908,3.5515,3.5847,3.5187,3.4964,3.4306,3.3928,3.4561,3.4908,3.554,3.5974,3.5218,3.496,3.4226,3.3751,3.4495,3.4898
166,3.4905,3.5522,3.585,3.5205,3.4951,3.43,3.3916,3.4561,3.4905,3.5571,3.599,3.5236,3.4954,3.4201,3.3758,3.4508,3.4892
167,3.4895,3.5512,3.5813,3.5159,3.4942,3.4297,3.3937,3.4592,3.4889,3.5565,3.5956,3.5212,3.4939,3.4232,3.3779,3.4533,3.4883
168,3.4898,3.5522,3.5856,3.5205,3.4948,3.4285,3.3916,3.4554,3.4898,3.5633,3.5996,3.5252,3.4951,3.4182,3.373,3.4492,3.4886
169,3.4957,3.5549,3.5925,3.5252,3.5013,3.4347,3.395,3.4595,3.496,3.5642,3.6077,3.5292,3.501,3.4229,3.3767,3.4526,3.4951
170,3.4957,3.5596,3.5931,3.528,3.501,3.4359,3.3934,3.461,3.4957,3.5698,3.6083,3.5298,3.5016,3.426,3.3761,3.4492,3.4942
171,3.496,3.5602,3.5931,3.5277,3.5016,3.4362,3.3922,3.4582,3.4957,3.5642,3.6095,3.5317,3.5016,3.4232,3.3742,3.4517,3.4951
172,3.4991,3.5646,3.5977,3.5317,3.5044,3.4353,3.3956,3.4623,3.4982,3.5742,3.6126,3.5332,3.505,3.4275,3.3773,3.4517,3.4982
173,3.5001,3.563,3.5987,3.5292,3.506,3.4368,3.3971,3.4616,3.4995,3.5698,3.6139,3.537,3.506,3.4272,3.3785,3.4554,3.4991
174,3.5013,3.563,3.5999,3.5332,3.5069,3.4378,3.3975,3.465,3.4998,3.5776,3.6154,3.5332,3.5072,3.4291,3.3779,3.4573,3.5001
175,3.5035,3.5624,3.6098,3.5388,3.5091,3.4375,3.3913,3.4585,3.5038,3.577,3.625,3.5441,3.5097,3.4291,3.3705,3.4523,3.5029
176,3.51,3.5748,3.6142,3.5447,3.5156,3.4446,3.3999,3.47,3.5088,3.5816,3.6294,3.5487,3.5156,3.4337,3.381,3.4616,3.5088
177,3.5057,3.5714,3.6073,3.5382,3.5122,3.4424,3.4018,3.47,3.506,3.5841,3.6219,3.5416,3.5125,3.43,3.3829,3.4607,3.5057
178,3.5081,3.5754,3.6089,3.5376,3.514,3.4468,3.403,3.4697,3.5072,3.5832,3.6238,3.5419,3.515,3.4319,3.3851,3.466,3.5069
179,3.5094,3.5757,3.6114,3.5435,3.5146,3.444,3.4021,3.4737,3.5088,3.5866,3.6275,3.5466,3.5156,3.4347,3.3841,3.4641,3.5094
180,3.5112,3.5779,3.6163,3.5447,3.5153,3.4452,3.3999,3.4697,3.5103,3.5912,3.6325,3.5518,3.5174,3.4319,3.381,3.4641,3.51
181,3.514,3.5791,3.6182,3.5475,3.5193,3.4502,3.4046,3.4743,3.5137,3.5897,3.6343,3.5537,3.5205,3.4381,3.3851,3.4669,3.5134
182,3.5162,3.5841,3.6216,3.5509,3.5221,3.4461,3.4046,3.475,3.5153,3.5909,3.6377,3.5559,3.5221,3.4353,3.3851,3.4688,3.5146
183,3.5171,3.5841,3.6244,3.5537,3.523,3.4502,3.4043,3.4756,3.5165,3.5912,3.6408,3.5549,3.5236,3.4396,3.3838,3.4675,3.5156
184,3.5202,3.59,3.629,3.5584,3.5258,3.452,3.4052,3.4774,3.5199,3.5987,3.6455,3.5602,3.5264,3.4415,3.3851,3.4688,3.519
185,3.5193,3.5884,3.6275,3.5518,3.5252,3.4542,3.4071,3.479,3.5196,3.6002,3.6433,3.5574,3.5258,3.4409,3.3875,3.4725,3.519
186,3.5221,3.5869,3.63,3.558,3.528,3.4523,3.4092,3.4812,3.5212,3.6021,3.6455,3.5584,3.5292,3.4446,3.3897,3.4737,3.5208
187,3.5289,3.5956,3.6414,3.5677,3.5351,3.4595,3.4105,3.4855,3.5292,3.6108,3.6594,3.5735,3.5363,3.4502,3.3903,3.4784,3.5274
188,3.532,3.5974,3.6408,3.5658,3.5382,3.4613,3.4176,3.4867,3.5314,3.6123,3.6576,3.5701,3.5385,3.453,3.3978,3.4843,3.5314
189,3.5311,3.594,3.6387,3.5649,3.5367,3.4654,3.4185,3.4926,3.5305,3.608,3.6569,3.5726,3.5379,3.452,3.399,3.4824,3.5298
190,3.5385,3.6067,3.6517,3.576,3.5447,3.4666,3.4195,3.4926,3.5373,3.6219,3.6687,3.5816,3.5453,3.4551,3.3987,3.4861,3.5382
191,3.5435,3.6142,3.656,3.5794,3.5497,3.475,3.426,3.4995,3.5432,3.6278,3.674,3.5847,3.5497,3.4647,3.4043,3.4942,3.5429
192,3.5447,3.6132,3.6569,3.5804,3.5509,3.4768,3.4272,3.5013,3.5447,3.6219,3.674,3.5856,3.5512,3.4629,3.4077,3.4923,3.5447
193,3.4573,3.5035,3.5227,3.4722,3.4607,3.4111,3.3903,3.4406,3.4564,3.5106,3.532,3.4731,3.461,3.4021,3.3789,3.4375,3.4561
194,3.4588,3.5072,3.5239,3.4756,3.4616,3.4117,3.3919,3.4427,3.4576,3.5153,3.5342,3.4753,3.4632,3.4024,3.3798,3.4399,3.4585
195,3.4579,3.505,3.5243,3.4703,3.4616,3.4086,3.3909,3.4427,3.4588,3.5159,3.5354,3.4747,3.4616,3.4009,3.3795,3.4387,3.4576
196,3.4592,3.5091,3.5264,3.4753,3.4623,3.4099,3.3916,3.4412,3.4592,3.5181,3.536,3.4771,3.4632,3.4021,3.3785,3.4375,3.4567
197,3.4573,3.5091,3.5249,3.4747,3.4613,3.4092,3.3934,3.4446,3.4582,3.5168,3.5342,3.4747,3.4629,3.4052,3.381,3.4412,3.4579
198,3.4595,3.5063,3.5258,3.4747,3.4635,3.4133,3.394,3.4455,3.4598,3.5146,3.5367,3.4768,3.4654,3.4009,3.3813,3.4396,3.4588
199,3.4607,3.5091,3.5261,3.4762,3.4647,3.4142,3.3931,3.4458,3.4598,3.5168,3.5385,3.4781,3.4629,3.4024,3.3813,3.4418,3.4598
200,3.4598,3.5094,3.5249,3.4753,3.4635,3.4114,3.3959,3.4443,3.4592,3.5156,3.5357,3.475,3.4638,3.404,3.3832,3.4449,3.4585
201,3.4619,3.5122,3.5305,3.4781,3.4657,3.4133,3.394,3.4452,3.4613,3.5196,3.5404,3.479,3.4654,3.4064,3.382,3.444,3.4613
202,3.4641,3.5143,3.5339,3.4802,3.4681,3.4154,3.3925,3.4458,3.4632,3.5205,3.5441,3.4843,3.4678,3.4061,3.3801,3.443,3.4629
203,3.4632,3.5146,3.5308,3.4802,3.4672,3.4167,3.3944,3.4452,3.4632,3.523,3.541,3.4812,3.4672,3.4052,3.3816,3.4424,3.4623
204,3.4644,3.5146,3.5342,3.4815,3.4678,3.4151,3.3937,3.448,3.4635,3.5193,3.545,3.4827,3.4685,3.4052,3.3813,3.4412,3.4626
205,3.4641,3.5156,3.532,3.4802,3.4681,3.4139,3.3956,3.4474,3.4629,3.5181,3.5425,3.4818,3.4678,3.4052,3.3841,3.4455,3.4629
206,3.4623,3.5128,3.5292,3.4756,3.4675,3.413,3.3965,3.4486,3.4629,3.5224,3.5394,3.4815,3.4663,3.4074,3.3851,3.4446,3.4632
207,3.4641,3.5131,3.5345,3.4815,3.4691,3.4176,3.3956,3.4464,3.465,3.5246,3.545,3.4846,3.4697,3.408,3.3826,3.4455,3.465
208,3.465,3.5171,3.5345,3.4805,3.4685,3.4173,3.3947,3.4486,3.4644,3.5252,3.5453,3.483,3.47,3.408,3.3823,3.4461,3.4632
209,3.4644,3.5162,3.5336,3.4799,3.4688,3.4179,3.3975,3.4514,3.465,3.5249,3.5441,3.4846,3.4681,3.4083,3.3847,3.4464,3.4657
210,3.4672,3.5208,3.5391,3.4849,3.4719,3.4151,3.394,3.4489,3.4663,3.5286,3.5497,3.4886,3.4719,3.4064,3.382,3.4443,3.4666
211,3.4681,3.5199,3.5385,3.4861,3.4719,3.4185,3.3962,3.448,3.4663,3.527,3.5491,3.4867,3.4709,3.4117,3.3838,3.444,3.466
212,3.4703,3.5227,3.5441,3.4902,3.474,3.4188,3.3947,3.4483,3.4694,3.5301,3.5562,3.4905,3.4747,3.408,3.381,3.4452,3.4691
213,3.4681,3.5168,3.5385,3.4827,3.4719,3.4192,3.3953,3.4483,3.4669,3.5277,3.5491,3.4867,3.4716,3.4095,3.3823,3.4464,3.4669
214,3.4681,3.519,3.5404,3.4864,3.4716,3.4188,3.3956,3.4477,3.4681,3.5295,3.5509,3.4874,3.4728,3.4095,3.3823,3.4464,3.4672
215,3.4688,3.5224,3.5419,3.4864,3.4734,3.4192,3.3965,3.4502,3.4691,3.5311,3.5534,3.4895,3.4737,3.4074,3.3838,3.4477,3.4685
216,3.4663,3.5177,3.5342,3.4799,3.4706,3.417,3.3987,3.4505,3.4654,3.5246,3.5444,3.4849,3.4703,3.4068,3.3835,3.4446,3.4644
217,3.466,3.5177,3.5357,3.4846,3.4712,3.4157,3.3975,3.4495,3.466,3.5249,3.5472,3.4858,3.4709,3.4086,3.3854,3.4489,3.4657
218,3.4691,3.5184,3.5398,3.4858,3.4728,3.4173,3.3971,3.452,3.4672,3.5283,3.5512,3.4867,3.4728,3.4111,3.3841,3.4477,3.4678
219,3.4669,3.5187,3.5339,3.4815,3.47,3.4176,3.4009,3.452,3.4663,3.5255,3.545,3.4843,3.4719,3.4086,3.3885,3.4477,3.4644
220,3.4678,3.5215,3.5379,3.4846,3.4716,3.4204,3.3975,3.4505,3.4681,3.527,3.5484,3.4852,3.4722,3.4077,3.3823,3.4464,3.4669
221,3.4688,3.5215,3.5388,3.4843,3.4728,3.4167,3.3968,3.4502,3.4688,3.5236,3.5506,3.4889,3.4728,3.4068,3.3847,3.4446,3.4675
222,3.4712,3.5208,3.5435,3.4883,3.4762,3.4219,3.3999,3.4542,3.4716,3.5332,3.5546,3.4917,3.4768,3.4139,3.3869,3.4489,3.4709
223,3.4709,3.5236,3.5441,3.4886,3.475,3.4201,3.3947,3.4471,3.4697,3.5317,3.5556,3.4911,3.475,3.4083,3.382,3.4477,3.4688
224,3.4719,3.5255,3.5453,3.492,3.4759,3.4216,3.3975,3.4526,3.4722,3.5308,3.5568,3.4929,3.4771,3.4117,3.3847,3.4471,3.4706
225,3.4716,3.5243,3.5466,3.4908,3.4765,3.4173,3.3968,3.4508,3.47,3.5351,3.5574,3.4933,3.4762,3.4095,3.3823,3.4433,3.4703
226,3.4694,3.5205,3.5435,3.4877,3.4753,3.4198,3.3978,3.453,3.4694,3.5323,3.5546,3.4911,3.4753,3.4099,3.3841,3.4486,3.4697
227,3.4709,3.5233,3.5444,3.4895,3.474,3.4188,3.3984,3.4542,3.4716,3.5305,3.5559,3.4914,3.474,3.4114,3.3854,3.4468,3.4706
228,3.4731,3.5246,3.5481,3.4914,3.4768,3.421,3.3962,3.4499,3.4731,3.5367,3.5596,3.4948,3.4778,3.4111,3.3813,3.4486,3.4722
229,3.4737,3.5236,3.5475,3.492,3.4774,3.4238,3.3984,3.4533,3.4722,3.536,3.559,3.4954,3.4774,3.4133,3.3847,3.4499,3.4728
230,3.4747,3.5298,3.5503,3.4933,3.4787,3.4207,3.3978,3.4508,3.4747,3.5376,3.5618,3.4957,3.4793,3.4117,3.3835,3.4458,3.474
231,3.474,3.5261,3.5472,3.4933,3.4774,3.4219,3.3987,3.4526,3.4734,3.5379,3.5605,3.4954,3.479,3.4157,3.3841,3.4511,3.4728
232,3.474,3.5252,3.5487,3.4929,3.4787,3.4207,3.3975,3.4514,3.4737,3.5308,3.5615,3.4939,3.4787,3.412,3.3835,3.4483,3.4734
233,3.4734,3.5277,3.5481,3.4929,3.4774,3.425,3.3987,3.4517,3.4731,3.5329,3.5596,3.4933,3.4774,3.4126,3.3847,3.4502,3.4728
234,3.475,3.5311,3.5512,3.4967,3.4784,3.4216,3.3981,3.4533,3.4753,3.5407,3.5642,3.4988,3.4796,3.412,3.3829,3.4502,3.4734
235,3.4768,3.5311,3.5549,3.4964,3.4812,3.4257,3.3968,3.4511,3.4768,3.5391,3.567,3.5004,3.4812,3.4133,3.3832,3.448,3.4762
236,3.4765,3.5295,3.554,3.4948,3.4796,3.425,3.3981,3.4557,3.4753,3.5404,3.5652,3.5001,3.4812,3.417,3.3847,3.4495,3.4765
237,3.4762,3.5258,3.5553,3.4991,3.4799,3.425,3.3947,3.4517,3.4765,3.5394,3.5677,3.5004,3.4802,3.4108,3.3795,3.444,3.4756
238,3.4787,3.5342,3.5593,3.5004,3.483,3.4269,3.3968,3.4539,3.4781,3.5363,3.5714,3.5038,3.4833,3.4161,3.3829,3.448,3.4771
239,3.4787,3.5326,3.5568,3.4991,3.4827,3.4257,3.3975,3.453,3.4774,3.5413,3.5692,3.4998,3.4827,3.4151,3.3835,3.4486,3.4774
240,3.4771,3.5261,3.5512,3.4948,3.4796,3.4223,3.3993,3.4526,3.4765,3.5354,3.5633,3.501,3.4809,3.4179,3.386,3.4489,3.475
241,3.4778,3.5286,3.5549,3.4985,3.4827,3.4254,3.3975,3.4551,3.4765,3.5404,3.5683,3.5019,3.4824,3.4145,3.3847,3.4499,3.4759
242,3.4781,3.5301,3.5553,3.4982,3.4827,3.4241,3.3993,3.4579,3.4781,3.5391,3.5673,3.5004,3.483,3.413,3.3854,3.4508,3.4774
243,3.479,3.5351,3.5574,3.5016,3.4833,3.4275,3.399,3.4554,3.4796,3.5435,3.5701,3.5022,3.4833,3.4148,3.3847,3.4533,3.4787
244,3.4778,3.5323,3.5534,3.4995,3.4818,3.4244,3.3996,3.4554,3.4781,3.5432,3.5686,3.5022,3.4849,3.4176,3.3878,3.4517,3.4774
245,3.4843,3.541,3.5673,3.5081,3.4883,3.4266,3.3984,3.4579,3.4836,3.5481,3.5807,3.5106,3.4889,3.4229,3.3835,3.4539,3.4827
246,3.483,3.5339,3.5633,3.5053,3.4874,3.4269,3.3993,3.4573,3.4827,3.5444,3.5763,3.5072,3.4877,3.4164,3.3847,3.4526,3.4821
247,3.4852,3.5398,3.5695,3.5094,3.4902,3.4291,3.3993,3.4601,3.4846,3.546,3.5822,3.5131,3.4902,3.421,3.3829,3.4514,3.4843
248,3.484,3.5379,3.5655,3.5063,3.488,3.4278,3.4012,3.4579,3.483,3.55,3.5779,3.5094,3.4883,3.4204,3.3869,3.4548,3.483
249,3.4843,3.5388,3.5667,3.5063,3.4886,3.4306,3.4018,3.4588,3.484,3.5512,3.5791,3.5084,3.4902,3.4192,3.3863,3.4536,3.484
250,3.4911,3.5506,3.5785,3.5156,3.4951,3.4378,3.4002,3.4629,3.4902,3.5546,3.5918,3.5218,3.4957,3.4216,3.3847,3.4554,3.4889
251,3.4926,3.5506,3.5813,3.5181,3.4973,3.4328,3.3996,3.4626,3.4917,3.559,3.5956,3.5221,3.4973,3.4241,3.3835,3.4554,3.4914
252,3.4917,3.5509,3.5801,3.5181,3.4957,3.4347,3.3996,3.4626,3.4914,3.5605,3.5946,3.5227,3.4967,3.4241,3.3823,3.4573,3.4908
253,3.4917,3.5481,3.577,3.5153,3.4964,3.4325,3.4021,3.4657,3.4908,3.554,3.5912,3.5205,3.4973,3.4266,3.3875,3.4607,3.4911
254,3.4914,3.5506,3.5776,3.5146,3.4954,3.4322,3.4024,3.4632,3.4914,3.5568,3.5906,3.5193,3.496,3.4281,3.3866,3.4604,3.4902
255,3.4964,3.5571,3.5866,3.5243,3.5013,3.4368,3.403,3.4672,3.4964,3.5587,3.5999,3.5283,3.501,3.4254,3.3869,3.4585,3.4942
256,3.4976,3.5596,3.5887,3.5267,3.5022,3.4387,3.4033,3.4666,3.497,3.5677,3.6024,3.5298,3.5029,3.4257,3.386,3.4579,3.4967
257,3.4979,3.5531,3.5903,3.527,3.5022,3.4375,3.4018,3.4657,3.4976,3.5695,3.6046,3.5308,3.5038,3.4278,3.3851,3.4585,3.497
258,3.5007,3.5599,3.5943,3.5301,3.5047,3.439,3.4021,3.4681,3.4998,3.572,3.6095,3.5317,3.505,3.4319,3.3857,3.4585,3.4995
259,3.4967,3.5599,3.5859,3.5218,3.5016,3.4378,3.4061,3.4703,3.4967,3.5642,3.599,3.5246,3.5022,3.4278,3.3903,3.4613,3.4967
260,3.4945,3.5528,3.5819,3.5181,3.4995,3.4365,3.4061,3.4681,3.4936,3.5649,3.5937,3.5199,3.5007,3.4241,3.3903,3.4638,3.4942
261,3.4991,3.558,3.5909,3.5258,3.5038,3.4384,3.4033,3.4663,3.4982,3.563,3.6055,3.5283,3.5041,3.4275,3.386,3.4619,3.4979
262,3.5016,3.5661,3.5968,3.532,3.5081,3.4409,3.4043,3.4703,3.5026,3.5714,3.612,3.5363,3.5088,3.4291,3.3878,3.4657,3.5022
263,3.5057,3.5642,3.6021,3.5326,3.5106,3.443,3.4052,3.4688,3.5053,3.5788,3.617,3.5398,3.5115,3.4334,3.3878,3.4629,3.5041
264,3.5088,3.572,3.608,3.5404,3.515,3.4468,3.4055,3.4731,3.5084,3.5807,3.6225,3.5419,3.5153,3.4322,3.3878,3.4657,3.5081
265,3.5072,3.5742,3.6061,3.5367,3.5137,3.4452,3.4046,3.4712,3.5078,3.5776,3.6216,3.5441,3.5137,3.435,3.3882,3.4663,3.5078
266,3.5081,3.5711,3.6061,3.5367,3.5137,3.4458,3.4086,3.4756,3.5078,3.5822,3.6207,3.5394,3.5153,3.4343,3.3913,3.4685,3.5075
267,3.5063,3.5655,3.6008,3.5348,3.5119,3.4449,3.408,3.474,3.5053,3.5782,3.6154,3.5398,3.5112,3.4306,3.3916,3.4694,3.5057
268,3.5063,3.5664,3.6024,3.5345,3.5122,3.4458,3.4089,3.4771,3.506,3.5807,3.6163,3.5401,3.5128,3.4325,3.3916,3.4685,3.506
269,3.5097,3.5686,3.6111,3.5398,3.5146,3.443,3.4033,3.47,3.5088,3.5872,3.6269,3.5438,3.5162,3.4334,3.3847,3.4657,3.5084
270,3.519,3.5859,3.621,3.5506,3.5246,3.4554,3.4145,3.4855,3.519,3.5959,3.6356,3.554,3.5258,3.4446,3.3953,3.4756,3.5184
271,3.5174,3.5816,3.6191,3.5484,3.5236,3.4499,3.412,3.4799,3.5165,3.594,3.6352,3.5522,3.5243,3.4421,3.3931,3.4756,3.5162
272,3.5184,3.585,3.6182,3.5481,3.5236,3.452,3.4148,3.4812,3.5174,3.5875,3.6343,3.5546,3.5236,3.4412,3.3971,3.4762,3.5181
273,3.5202,3.5887,3.6201,3.5497,3.5258,3.4554,3.4157,3.4836,3.5202,3.5984,3.6359,3.5537,3.5258,3.4424,3.3981,3.4812,3.5196
274,3.523,3.5918,3.6263,3.5549,3.5292,3.4582,3.4164,3.4867,3.5227,3.6033,3.6421,3.558,3.5301,3.4446,3.3987,3.4812,3.5224
275,3.5301,3.598,3.638,3.5621,3.5363,3.4629,3.4185,3.492,3.5301,3.612,3.6532,3.5664,3.5357,3.4517,3.3987,3.4858,3.5295
276,3.5339,3.6027,3.6418,3.5689,3.5398,3.4654,3.4213,3.4926,3.5332,3.6135,3.6582,3.5735,3.5407,3.4533,3.4021,3.4861,3.5332
277,3.5342,3.6033,3.6399,3.5686,3.5394,3.4654,3.4232,3.4951,3.5326,3.612,3.6557,3.5695,3.5398,3.4557,3.4049,3.4917,3.5323
278,3.5336,3.6015,3.6377,3.5664,3.5398,3.4663,3.4257,3.497,3.5326,3.6092,3.6538,3.5708,3.5404,3.4564,3.4074,3.4929,3.5323
279,3.5373,3.6033,3.6402,3.5667,3.5429,3.47,3.4319,3.5041,3.5376,3.6148,3.656,3.5701,3.5444,3.4588,3.4133,3.4982,3.5373
280,3.5354,3.6042,3.6396,3.5686,3.5432,3.4681,3.4309,3.5032,3.5367,3.6132,3.6557,3.5698,3.5435,3.4542,3.4126,3.4998,3.536
281,3.5388,3.6055,3.6427,3.5683,3.5441,3.4681,3.4325,3.5044,3.5385,3.6207,3.6594,3.5708,3.5463,3.4592,3.4142,3.5004,3.5379
282,3.5419,3.6117,3.6467,3.5729,3.5478,3.4712,3.4331,3.5084,3.5413,3.6197,3.6638,3.5751,3.5484,3.4619,3.4154,3.5016,3.5413
283,3.5441,3.6129,3.6498,3.577,3.5494,3.4737,3.4356,3.5094,3.5447,3.6238,3.6662,3.5785,3.55,3.4632,3.4167,3.5035,3.5416
284,3.5509,3.6253,3.6607,3.5819,3.5562,3.4809,3.4384,3.514,3.5491,3.6315,3.6771,3.5869,3.5574,3.4666,3.4188,3.5088,3.5512
285,3.5556,3.6272,3.6675,3.5894,3.5621,3.4833,3.4381,3.5181,3.5549,3.6371,3.6842,3.5921,3.5615,3.4675,3.4201,3.5072,3.5546
286,3.5559,3.6297,3.6653,3.5875,3.5621,3.4833,3.443,3.519,3.5549,3.6396,3.6827,3.5925,3.5627,3.4734,3.4238,3.5168,3.5553
287,3.5577,3.6325,3.6666,3.5897,3.5642,3.4867,3.4449,3.5218,3.5577,3.6439,3.6858,3.5928,3.5646,3.4737,3.4247,3.5153,3.5577
288,3.5599,3.6328,3.6693,3.5918,3.5661,3.4886,3.4477,3.5258,3.5596,3.6476,3.6867,3.5974,3.5677,3.4759,3.4285,3.5196,3.5602
289,3.5642,3.639,3.6749,3.594,3.5708,3.4911,3.4514,3.5305,3.5636,3.6511,3.691,3.5996,3.5714,3.4784,3.4322,3.523,3.5633
290,3.5673,3.6442,3.6771,3.5987,3.5742,3.4945,3.4539,3.532,3.5664,3.656,3.6945,3.6021,3.5726,3.4821,3.4347,3.5252,3.567
291,3.5711,3.6421,3.6858,3.6042,3.577,3.4948,3.4542,3.5326,3.5708,3.6616,3.7028,3.6077,3.5791,3.4815,3.4347,3.5274,3.5708
292,3.4573,3.5035,3.5221,3.4731,3.4604,3.4108,3.3919,3.4427,3.4567,3.5081,3.5323,3.4734,3.461,3.4043,3.3782,3.4387,3.4557
293,3.4588,3.5088,3.5246,3.4731,3.4623,3.4123,3.3937,3.4455,3.4588,3.5134,3.5354,3.4747,3.4623,3.4037,3.382,3.4406,3.4585
294,3.4595,3.5091,3.5246,3.4734,3.4623,3.412,3.3919,3.4406,3.4588,3.5162,3.5363,3.4759,3.4632,3.4064,3.382,3.4387,3.4579
295,3.4598,3.5091,3.5267,3.4743,3.4638,3.4142,3.3931,3.4443,3.4595,3.5159,3.5357,3.4768,3.4632,3.4027,3.382,3.439,3.4567
296,3.4588,3.5088,3.5239,3.4728,3.4629,3.4123,3.394,3.4458,3.4598,3.5122,3.5351,3.4737,3.4629,3.4043,3.3823,3.4424,3.4595
297,3.4604,3.5088,3.5258,3.474,3.4644,3.4126,3.3928,3.4461,3.4601,3.5156,3.536,3.4765,3.4638,3.404,3.3826,3.4437,3.4576
298,3.461,3.5097,3.528,3.4743,3.4632,3.4123,3.3956,3.4449,3.461,3.514,3.5379,3.4768,3.4638,3.404,3.3823,3.4421,3.4588
299,3.461,3.5044,3.5227,3.4743,3.4644,3.4136,3.3956,3.4483,3.4582,3.5177,3.5336,3.4756,3.4623,3.4052,3.3844,3.4433,3.4604
300,3.4619,3.5134,3.5292,3.4771,3.4669,3.4145,3.3953,3.4464,3.4623,3.5208,3.5404,3.4784,3.4663,3.4083,3.3838,3.4446,3.4619
301,3.4644,3.5128,3.5336,3.4809,3.4681,3.4161,3.395,3.4495,3.4632,3.5236,3.5438,3.4824,3.4681,3.4061,3.382,3.4452,3.4635
302,3.4644,3.5137,3.5311,3.4787,3.4675,3.4167,3.3962,3.4499,3.4635,3.5193,3.541,3.4787,3.4685,3.4089,3.3841,3.4468,3.4632
303,3.4638,3.5159,3.5329,3.4812,3.4688,3.4176,3.3956,3.448,3.4654,3.5215,3.5444,3.4824,3.4688,3.408,3.3829,3.4455,3.4638
304,3.4635,3.5156,3.5323,3.4802,3.4685,3.4148,3.3968,3.4505,3.4635,3.5181,3.5429,3.4824,3.4681,3.4055,3.3841,3.443,3.4629
305,3.4635,3.514,3.5295,3.4781,3.4675,3.4151,3.3975,3.4499,3.4626,3.5202,3.5398,3.479,3.4681,3.4095,3.3857,3.444,3.4616
306,3.466,3.5143,3.5336,3.4824,3.4691,3.4148,3.3959,3.4471,3.465,3.5236,3.545,3.4833,3.4691,3.4099,3.3844,3.4468,3.465
307,3.4657,3.5171,3.5326,3.4802,3.4697,3.4173,3.3984,3.452,3.4641,3.5196,3.5441,3.4833,3.4691,3.4074,3.386,3.4486,3.4654
308,3.4669,3.5174,3.5351,3.4815,3.4697,3.4188,3.3984,3.4536,3.4666,3.5255,3.545,3.4871,3.4706,3.4086,3.3882,3.4502,3.4666
309,3.4675,3.5196,3.5373,3.4836,3.4703,3.417,3.3956,3.4499,3.466,3.5243,3.5484,3.4883,3.4706,3.4108,3.3826,3.4471,3.4663
310,3.4678,3.5202,3.5385,3.4858,3.4716,3.4195,3.3978,3.4489,3.4672,3.5283,3.5491,3.4864,3.4722,3.4089,3.3854,3.4495,3.4675
311,3.4706,3.5239,3.5435,3.4864,3.4734,3.4201,3.3959,3.4514,3.47,3.532,3.5549,3.4886,3.474,3.4089,3.3826,3.4471,3.4694
312,3.4678,3.5184,3.5354,3.4818,3.4703,3.4192,3.3987,3.4517,3.4669,3.5261,3.545,3.484,3.4712,3.4117,3.3866,3.4502,3.4666
313,3.4694,3.5208,3.5394,3.4864,3.4728,3.4204,3.3971,3.4508,3.4688,3.5292,3.5512,3.4871,3.4734,3.412,3.3844,3.4449,3.4678
314,3.4697,3.5218,3.541,3.484,3.4737,3.4195,3.3975,3.4508,3.4697,3.5323,3.5522,3.4877,3.4747,3.4126,3.3851,3.4468,3.4688
315,3.4672,3.5153,3.5339,3.4827,3.4691,3.421,3.3993,3.453,3.4663,3.5227,3.5453,3.484,3.4697,3.413,3.3891,3.4464,3.466
316,3.4678,3.5162,3.536,3.4836,3.4716,3.4176,3.399,3.4508,3.4672,3.5258,3.5456,3.4849,3.4703,3.4095,3.3854,3.4449,3.4654
317,3.47,3.5215,3.5398,3.4867,3.4728,3.4207,3.399,3.4536,3.4681,3.5305,3.5509,3.4864,3.4734,3.413,3.386,3.4471,3.4675
318,3.4663,3.519,3.5345,3.4827,3.4709,3.4188,3.4002,3.4517,3.4678,3.5249,3.545,3.4861,3.4722,3.413,3.3891,3.4508,3.4663
319,3.4688,3.5218,3.5382,3.4858,3.4731,3.4182,3.4009,3.4539,3.4685,3.5289,3.5484,3.4871,3.4734,3.4123,3.3885,3.448,3.4685
320,3.4688,3.5156,3.5376,3.4864,3.4716,3.4182,3.3996,3.4526,3.4685,3.5261,3.5503,3.4864,3.4731,3.4111,3.3875,3.4464,3.4685
321,3.4728,3.5233,3.5469,3.4933,3.4768,3.4198,3.3959,3.453,3.4728,3.5329,3.5584,3.4929,3.4765,3.4133,3.3835,3.4443,3.4722
322,3.4688,3.5202,3.5385,3.4855,3.4743,3.4207,3.3987,3.4514,3.4688,3.5301,3.5512,3.4889,3.4743,3.413,3.386,3.4502,3.4697
323,3.4722,3.5246,3.546,3.4898,3.4774,3.4219,3.399,3.4517,3.4728,3.5345,3.5562,3.4923,3.4762,3.4133,3.386,3.4474,3.4716
324,3.4731,3.5255,3.545,3.4914,3.4762,3.4213,3.3975,3.4545,3.4716,3.5348,3.5565,3.4923,3.4762,3.4126,3.3854,3.4502,3.4722
